label,data_type,file_path,fps,duration,right_elbow_mean,right_elbow_min,right_elbow_max,right_elbow_range,right_elbow_max_velocity,left_elbow_mean,left_elbow_min,left_elbow_max,left_elbow_range,left_elbow_max_velocity,right_knee_mean,right_knee_min,right_knee_max,right_knee_range,right_knee_max_velocity,left_knee_mean,left_knee_min,left_knee_max,left_knee_range,left_knee_max_velocity,right_hip_mean,right_hip_min,right_hip_max,right_hip_range,right_hip_max_velocity,left_hip_mean,left_hip_min,left_hip_max,left_hip_range,left_hip_max_velocity,max_upper_body_velocity_y,max_upper_body_accel_y,max_center_velocity_y,max_center_accel_y,upper_body_vertical_displacement,center_vertical_displacement,has_impact,impact_count,max_deceleration,impact_frame,height_reduction_pct,aspect_ratio_increase_pct,max_height_collapse_velocity,max_aspect_ratio_change_velocity
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (1).avi,25.0,6.28,103.57116708932939,53.11997810409138,166.94323827519239,113.823260171101,1829.3559513910757,93.3530022784718,73.08337522866175,167.23465125879605,94.1512760301343,1344.6340014756242,147.74371049272335,121.30241822558482,172.60536796515055,51.30294973956573,472.4335490195063,145.1120577132575,97.67101815168115,178.8460994774946,81.17508132581344,667.3407059533038,138.46356682649426,109.99512446614177,177.48470684721573,67.48958238107396,376.6233331952037,138.4521435037988,79.64559762498007,179.6923019213576,100.04670429637753,590.8836757181934,113.62770080566378,1283.2430203755596,925.5474726359047,43286.78297996522,44.8148951212565,4.143674723307271,1,6,-2037.6052856445172,7,10.598261235212258,3069.928511411253,-176.91951751709,9.20188228189307
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (10).avi,25.0,14.48,139.98393069043402,37.21479736389526,179.9507931142655,142.73599575037025,3496.6532165168323,149.20362748252344,66.26422115041505,178.1682654111875,111.90404426077244,2022.4074955731353,152.57377621869963,121.94091133051074,179.83303638007564,57.892125049564896,724.1633242242323,152.80186127748047,115.86116363032663,179.9849280069132,64.12376437658658,758.2540671572616,141.5002575415806,54.24751134249148,179.88411075475977,125.6365994122683,2671.901124611854,141.74113484077213,95.125293856636,179.81322952369084,84.68793566705483,808.2497879627475,249.13808186848883,1644.08079783124,178.99604292476923,1781.0876056619306,111.23977915445963,61.84031711154515,1,6,-3450.2754211425745,74,76.4927414346754,1459.1340843931516,-327.8021621704099,13.287887753812056
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (11).avi,25.0,19.32,142.6313767317689,59.21467063073132,179.6830157539881,120.46834512325677,735.4912530546749,145.51475827336796,35.66122398783069,179.9540991796503,144.29287519181963,1054.0944965408487,168.5513858586917,140.54224565947317,179.98170769010406,39.43946203063089,633.1012669727215,167.9206319583514,137.44032697831935,179.98935271378383,42.54902573546448,653.9331543418718,166.7611787443625,125.50461859049183,179.93711461549645,54.432496025004625,399.8426912733187,166.53663694526685,133.11710754988894,179.96103207763852,46.84392452774958,562.5104861116654,213.06836446126312,1271.5304692586215,141.03322362899746,1907.1603483623535,50.37917582194012,48.223999977111816,1,6,-6661.560058593743,146,63.57478511727529,946.8369222443753,-233.41651916503957,6.3060560369706975
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (12).avi,25.0,7.28,120.29923849027374,50.978542629701394,179.04491575630848,128.0663731266071,1542.382458128348,59.337035306006364,0.41399389849181434,173.89297267684606,173.47897877835425,4228.968259346117,133.8809895448635,94.58160282741426,178.03670330877884,83.45510048136458,1559.3887154894069,139.53787928236642,84.197899312608,178.17194154306333,93.97404223045532,1574.9122201460511,143.2617300724915,11.447872739108083,179.3017826227783,167.8539098836702,3674.469299597043,153.26340013586108,4.684232480391863,179.47580305449267,174.7915705741008,3648.5659596493106,376.6585032145187,4620.400746663425,226.5128323010032,2006.5810011420026,104.06153615315755,72.85240444770227,1,6,-8054.609775543203,67,37.43326717825273,207.5988427781077,-207.7147674560548,5.274970892443837
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (13).avi,25.0,9.76,147.0911958232963,73.63860510449769,178.49414468914262,104.85553958464493,1117.6688408971738,140.76962650909547,46.90494161404974,177.56968973662694,130.6647481225772,3266.61870306443,151.82693961723115,22.536279123726743,179.48383201891681,156.94755289519009,1533.0336664672284,157.9455830894243,39.018856206725445,179.96673400249392,140.94787779576848,1289.4528493154749,150.2193688972304,10.476162549815328,179.791200278715,169.31503772889965,1882.8062139255906,158.07664322251208,5.396089804735646,179.8349136281231,174.43882382338745,1446.1772484115972,282.1975835164387,1212.6153310139998,201.71610768636086,7935.8794193641725,96.79995981852213,70.96154605641084,1,6,-29079.964637756337,105,52.31199724193096,264.7964427332135,-221.45851135253912,6.15493826301492
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (14).avi,25.0,7.04,145.22403062332944,2.926568675801542,179.9804602532957,177.05389157749414,2979.180838364849,134.2002925111616,97.19087405538154,177.02409713901397,79.83322308363243,1341.2575354503776,163.8361044171811,120.86789620077893,173.96555190295382,53.09765570217489,243.25561306955237,163.93255566007971,133.1564054921672,174.27990394829746,41.12349845613025,226.16849901600702,154.77088355167933,112.42882903022448,179.60421536015096,67.17538632992648,295.2283932903491,168.79201495781285,134.7535565549541,179.92094343501583,45.16738688006174,310.27015738180523,68.87914657592766,1383.044560750335,89.0958086649583,2526.191372341575,26.003239949544266,17.570850118001317,1,6,-1341.0234451293945,21,44.79444973017332,47.435604958290334,-119.32460784912102,0.9732508357545272
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (15).avi,25.0,5.6,133.07004632321838,0.9797564417803869,179.895444965116,178.91568852333563,3157.4075404845676,125.64166008886433,101.08142970512442,169.25302216236142,68.171592457237,798.849264444108,168.24973702935134,153.11609133114402,174.52897788898065,21.41288655783663,209.0051988081946,164.9474915643855,159.5716420292015,175.65975798054973,16.088115951348215,246.8734159462464,163.4933335291235,128.34732121041708,178.26541259869512,49.91809138827804,510.9808542573255,169.44190356553526,150.90478081267753,179.35254366169193,28.447762849014396,298.88899913455236,103.8187026977539,2595.4675674438477,90.00943501790317,3325.315687391459,-11.969047546386719,6.728700002034515,1,4,-1766.219139099121,8,37.96401821213239,28.200609999693555,-142.03563690185524,1.1619958530048184
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (16).avi,25.0,7.08,126.65241491108237,9.846637406306623,177.92454851920334,168.07791111289671,3861.351739789844,162.49018542479328,90.67720498554124,179.64204831986223,88.96484333432099,1086.8050315287653,162.58372403673042,142.96090812403415,179.83058596191464,36.86967783788049,542.2404930830929,167.18241969434746,147.33026257314037,179.5472391760698,32.216976602929435,269.83107699482287,160.68252931541377,117.16664932269536,179.92484009100406,62.758190768308694,343.60571183529987,172.2044354750827,127.14191612292022,179.753304493781,52.61138837086078,579.5051659926678,139.25704956054616,571.1183547973775,84.31008148193371,1102.5022583849254,76.5073725382487,57.85350942611694,1,6,-1658.643722534201,50,75.85146796893997,1973.1580739056678,-199.42695617675776,7.989774338226679
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (17).avi,25.0,6.32,156.17426838726644,3.120385206703827,179.99927497574132,176.8788897690375,2483.5342944612344,146.3769668761782,42.232858939195616,173.82248771179007,131.58962877259447,1456.7108406154257,155.24643606033283,98.31786555612521,179.73718609750955,81.41932054138434,1532.4449700008265,157.7974252395369,106.68201100027657,179.94375730170174,73.26174630142516,1128.5119745420004,169.37951063150348,106.3299809027517,179.96527630468714,73.63529540193544,1301.144572136283,170.0596023528285,117.0436615859918,179.94598173591956,62.90232014992776,810.5946636581778,141.184921264648,932.8034718831191,113.6906395238988,1293.953390682443,89.2274424235026,61.68636097627527,1,6,-1864.0089035034534,48,70.70292441932925,886.4793070170844,-242.33150482177734,6.568376139652249
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (18).avi,25.0,10.76,132.74346458583503,9.611970472599493,179.87129477898128,170.25932430638179,3293.6073395031094,153.01359961959938,104.51207287430448,179.68669133017792,75.17461845587344,1703.9992553990555,159.41201060654205,127.26538109137744,179.93837597825043,52.672994886873,531.5199535619314,158.3051150383944,120.11318012857171,179.975343274961,59.86216314638929,520.0668537403636,155.88946232880866,113.01491481206966,179.93061503201517,66.9157002199455,465.4373466951462,157.23715941130286,109.48090041826086,179.96353055948552,70.48263014122466,614.0481134186132,176.01510365803995,833.0318133036308,113.54308366775498,1073.5844734387445,67.41545232137045,18.269039500843405,1,6,-1990.6635284423758,128,83.58440951441482,1004.9512009695999,-281.98757171630876,8.636814729634356
