label,data_type,file_path,fps,duration,right_elbow_mean,right_elbow_min,right_elbow_max,right_elbow_range,right_elbow_max_velocity,left_elbow_mean,left_elbow_min,left_elbow_max,left_elbow_range,left_elbow_max_velocity,right_knee_mean,right_knee_min,right_knee_max,right_knee_range,right_knee_max_velocity,left_knee_mean,left_knee_min,left_knee_max,left_knee_range,left_knee_max_velocity,right_hip_mean,right_hip_min,right_hip_max,right_hip_range,right_hip_max_velocity,left_hip_mean,left_hip_min,left_hip_max,left_hip_range,left_hip_max_velocity,max_upper_body_velocity_y,max_upper_body_accel_y,max_center_velocity_y,max_center_accel_y,upper_body_vertical_displacement,center_vertical_displacement,has_impact,impact_count,max_deceleration,impact_frame,height_reduction_pct,aspect_ratio_increase_pct,max_height_collapse_velocity,max_aspect_ratio_change_velocity
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (1).avi,0.028424330681305454,0.021961749229263337,0.5141959781189738,0.32576543598160157,0.8851141352023923,0.6093669571185196,0.3355159470778511,0.5626680527539585,0.45854455406472333,0.9290827746021685,0.5232718401020225,0.2623539982860178,0.8321372722597767,0.6939567192484088,0.958923211226269,0.285832179972774,0.1113610462197024,0.8162478015157347,0.5766670880300462,0.9935903185881927,0.459038308998729,0.18500978860043568,0.7738388622137788,0.6147357309710382,0.9860460109678262,0.37841138700166216,0.07632979283166355,0.7755075092610733,0.45256862566972117,0.9982951532030454,0.5579345531224926,0.1283816063827383,0.005476849950085171,0.0013538159104192903,0.11418428957520418,0.1399220188714414,0.5575167466091789,0.662611038837258,1.0,1.0,0.9956954001103584,0.001519756838905775,0.985988472727951,0.4259683995869557,0.9874025257768302,0.010218064207327094
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (10).avi,0.028424330681305454,0.058133107953420124,0.7702859586533398,0.2281804903219045,0.9995691556290573,0.7805612107995901,0.6708101801608715,0.8992974247254469,0.4157593658310801,0.9898251655879545,0.6219377752931453,0.39459562382399155,0.8593416635982988,0.6976094624240076,0.9990771130882203,0.32254348707384173,0.1706982613468426,0.859502547897926,0.6840649469089529,0.9999171493363509,0.3626145349693775,0.2102140981641269,0.7908101806747728,0.30317601530376176,0.9993763011869777,0.7044393840418979,0.5415109509495173,0.7939300299615017,0.5405286015912032,0.9989669763029051,0.4722826791104549,0.1756088556872789,0.013428804522741209,0.0019374989870236106,0.021142191779783197,0.005121736754264654,0.6262342599592875,0.7631720329955708,1.0,1.0,0.9927110244060908,0.01606600086843248,0.9963207253203373,0.20493195421734337,0.9723340110777757,0.014970273784535111
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (11).avi,0.028424330681305454,0.07948303188328827,0.7889053749826916,0.3631589273690743,0.9972129508219643,0.6487129524468651,0.11553926217779556,0.8770634439843882,0.22374801382310852,0.999746479024451,0.8019476899183905,0.20566630431425387,0.9493323945655526,0.8040254855618457,0.9999030686868808,0.21973526797962434,0.14923330402640478,0.9445448491673815,0.8114721709299659,0.9999417310628861,0.24061118885433153,0.1812927543072301,0.9319872640769915,0.7014144838139257,0.9996707730114729,0.3052008264398552,0.08103563189041388,0.9328162731882583,0.7564087434016135,0.9997881053755439,0.26123643234133054,0.1222169485836196,0.011312178829409105,0.0013348699510493363,0.01641091647183316,0.00553118999026139,0.5632730763175131,0.7394397960553389,1.0,1.0,0.9859269354594393,0.0316977854971776,0.9942951901428115,0.1346335090557666,0.9817602207805153,0.006850087020407829
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (12).avi,0.028424330681305454,0.026372890537087336,0.6318440513708311,0.31262683241490496,0.9915982331311888,0.6937013877305218,0.2778054479657302,0.3576430676779947,0.002597507941792434,0.9660735040395856,0.964157558685821,0.8251217284752171,0.7540582341932547,0.5410901098221036,0.9890974380788796,0.4649665062443495,0.36757584041290886,0.7848933368270599,0.49711939461350796,0.9898449934242262,0.531415364551359,0.4366198170052169,0.800654617954429,0.06397934863472295,0.9961410797314808,0.9411501540205693,0.7447002234967262,0.8584693215456336,0.026617122844006597,0.9970923761939345,0.9747673099649583,0.7927258412137129,0.020911896147724988,0.006751927223841347,0.0270641706122109,0.005854083798499281,0.6188082626624652,0.7823652893870012,1.0,1.0,0.9829840094177311,0.014546244029526706,0.9901962008848831,0.033193775576202844,0.9843270317236039,0.005650888259561281
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (13).avi,0.028424330681305454,0.03731252098049085,0.8202711619042148,0.4516558067704061,0.9867519330753531,0.556268479846812,0.19239534771063196,0.8484630349488036,0.2942940917623539,0.9864997402389372,0.72620559242006,0.6373559471829072,0.8551352539291687,0.12892737468501048,0.9971370797548176,0.8744265468780075,0.36136348348277014,0.8884357164214132,0.23037427696363336,0.9998160714447996,0.7970484836429046,0.3574806645749232,0.8395391522419001,0.05854869908178972,0.9988601214782665,0.9493426393641307,0.3815860452188769,0.8854295842265387,0.03066209583131641,0.9990874441032773,0.9728001327140052,0.31421168987209613,0.01536878619231725,0.0012395701479309858,0.023973774981337376,0.02511098558812976,0.6112960558143703,0.7790696626092528,1.0,1.0,0.9385663094553328,0.022796352583586626,0.9925291853292024,0.04104254508129352,0.9829544563197192,0.006674330199323169
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (14).avi,0.028424330681305454,0.025314216623209575,0.807139439606173,0.01780784583891992,0.9998302003100683,0.983759782166931,0.5667462511883561,0.808867582437468,0.6098014201375807,0.9834686657542108,0.44369528811141296,0.2616952098269812,0.9227745030411684,0.6914708703825214,0.966479824122341,0.2958313071244646,0.057339703385717804,0.922112126745557,0.7861791354367531,0.9682225432559615,0.23254995108222895,0.06270168418882159,0.8649764495921961,0.6283371079541556,0.9978212954501743,0.3766497023192199,0.059833579366144855,0.9454492490360014,0.7657075056594866,0.9995653896709711,0.2518868161812146,0.06741255995756851,0.0028509369562908157,0.001515252638431933,0.009937998666029358,0.007541650384170272,0.538055814396582,0.6860136156690727,1.0,1.0,0.9971669835102116,0.004559270516717325,0.9913504340964493,0.011215854512671344,0.9931544778646041,0.0006477928422010393
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (15).avi,0.028424330681305454,0.018962173139943018,0.7216607970914912,0.005863337369018349,0.9990821406889046,0.9947836072136886,0.6025877214840802,0.7572819995236398,0.6342118021142424,0.9402959629285451,0.37888254022564927,0.155864940440862,0.9476334171052565,0.8759589623901594,0.9696099831792613,0.11930097733963085,0.04926626750564754,0.9278210885894168,0.9421393969524079,0.9758884057573869,0.0909769527872827,0.06844179905081116,0.9137240798964189,0.7173016504631251,0.9903833525093065,0.27988874034003813,0.10355986819911886,0.9490894490554262,0.8574832921834211,0.9964075986430655,0.15864580411844895,0.06493976973112922,0.004901243072253384,0.0034764408368589913,0.010051863175688206,0.010137009458243567,0.4987729280067242,0.6671165473242853,1.0,0.6666666666666666,0.9962687244851527,0.0017368649587494573,0.9902794226316685,0.008576389885132705,0.9908863477168453,0.000867311852831701
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (16).avi,0.028424330681305454,0.025490662275522536,0.6765257691267149,0.060265365942484654,0.9817399887036473,0.930612397600719,0.744151217914035,0.9793797092017292,0.568932926179686,0.9980128605641221,0.4944468013480613,0.21204851659710322,0.9157207178739736,0.8178623660909266,0.9990634995901032,0.20541782577401677,0.12781579279825303,0.940392443453889,0.8698641122468178,0.9974855425741642,0.18218431345331515,0.07480645203760918,0.8980151856038978,0.6548156217504469,0.9996025798351297,0.35188266361254517,0.06963815167174228,0.9645631296082202,0.722456029719312,0.9986340579403772,0.2934000841536261,0.1259093916020049,0.006980818984982182,0.00020189906107679538,0.009341557377640869,0.0029178585773396853,0.590303077691241,0.7562233211161704,1.0,1.0,0.9964959859324682,0.010855405992184108,0.9962201736594286,0.27546735809683337,0.9851547280194372,0.008808327725550902
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (17).avi,0.028424330681305454,0.022138194881576298,0.8841521653232683,0.01899699143525077,0.9999957532882013,0.982723584678477,0.467071507341237,0.8822602477696996,0.2649802011546536,0.9656819203192919,0.731345873253369,0.28422151526931405,0.8743948923474469,0.5624648248805004,0.9985446090193215,0.4536242457867479,0.3612247171852868,0.8876023361968225,0.629869594818593,0.9996884229943894,0.4142890599828185,0.3128623205216036,0.9466204778160409,0.5942521439167052,0.9998272299918058,0.41287015391485815,0.26370138778345553,0.9525493452757706,0.6650749149594004,0.9997044919818067,0.35078994485667064,0.17611832806046857,0.007093949418921552,0.0007869527752171578,0.013003232442254015,0.003539644730122374,0.6034621758948198,0.762903698801783,1.0,1.0,0.996062135990301,0.010421189752496743,0.9954128821795284,0.1263511159104635,0.9808698891408554,0.007155177190458921
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (18).avi,0.028424330681305454,0.041723662288314846,0.7193639565746445,0.058825586014925296,0.9988696403318771,0.9435286919653545,0.629977562583915,0.9222613310925989,0.6557365707397331,0.9982608776561451,0.4178038002988099,0.33247040997010197,0.897856668342629,0.7280701211729284,0.9996623358245808,0.2934653276397968,0.12528876968654992,0.8904580649949646,0.7091696096707438,0.9998639007785025,0.33851553573973847,0.14418041310869933,0.8712279116051234,0.6316125974202841,0.9996346634870045,0.375193652695026,0.09432962091848457,0.8807274107316373,0.6221011847092448,0.9998019858940277,0.39306337002613256,0.13341455592110238,0.00913783731870666,0.0006255643833247812,0.012984842675854489,0.0028239407298299574,0.5808973533459918,0.6872305082912973,1.0,1.0,0.9957945682290787,0.027789839339991317,0.9974326986704485,0.1426080670621671,0.9769094732276804,0.009560865030265738
