label,data_type,file_path,fps,duration,right_elbow_mean,right_elbow_min,right_elbow_max,right_elbow_range,right_elbow_max_velocity,left_elbow_mean,left_elbow_min,left_elbow_max,left_elbow_range,left_elbow_max_velocity,right_knee_mean,right_knee_min,right_knee_max,right_knee_range,right_knee_max_velocity,left_knee_mean,left_knee_min,left_knee_max,left_knee_range,left_knee_max_velocity,right_hip_mean,right_hip_min,right_hip_max,right_hip_range,right_hip_max_velocity,left_hip_mean,left_hip_min,left_hip_max,left_hip_range,left_hip_max_velocity,max_upper_body_velocity_y,max_upper_body_accel_y,max_center_velocity_y,max_center_accel_y,upper_body_vertical_displacement,center_vertical_displacement,has_impact,impact_count,max_deceleration,impact_frame,height_reduction_pct,aspect_ratio_increase_pct,max_height_collapse_velocity,max_aspect_ratio_change_velocity,width,height,right_elbow,left_elbow,right_shoulder,left_shoulder,neck,right_arm_ratio,left_arm_ratio,shoulders_ratio,hips_ratio,shoulder_hip_ratio,width_height_ratio,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,bbox_aspect_ratio,right_hip,left_hip,right_knee,left_knee,right_leg_ratio,left_leg_ratio
activity,image,..\..\data\human_activity\Human Action Recognition\test\Image_1000.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7150837988826816,0.16666666666666674,0.48459202169439813,0.24242247540731096,0.9421755559319989,0.6366669143009676,0.47204906787434664,0.44904427966197524,0.36268387305478406,0.9468982145223945,0.9067205994459658,0.34804075794563705,0.9468982145223945,0.06156157508317082,0.21125843410904757,0.5047681551223407,0.5705696061308976,0.4943530929328409,0.032686733802528234,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
activity,image,..\..\data\human_activity\Human Action Recognition\test\Image_1001.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027932960893854775,0.9466666666666668,0.478151229496031,0.8207043248807481,0.8343233813531128,0.0,0.2597962207173278,0.19000427892975122,0.4806340572065579,0.3680117288764576,0.41084827137216007,0.25968159672756996,0.3680117288764576,0.24279517035677411,0.4268712858915865,0.16817766536367368,0.8761321804551939,0.33421134256187396,0.00306024962117518,0.976738047659067,0.9743962245690762,0.9198904008635085,0.9995822316549507,0.6468373468080784,0.30054602950097725
activity,image,..\..\data\human_activity\Human Action Recognition\test\Image_1002.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5754189944134079,0.2666666666666666,0.27956532499127884,0.926657012795507,0.6075639179872943,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.5447824366181026,0.7399660211239698,0.425398111913312,0.3773741967958193,0.2845324837284808,0.04515262494157185,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
activity,image,..\..\data\human_activity\Human Action Recognition\test\Image_1003.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5754189944134079,0.2666666666666666,0.9195145146596575,0.9249594705206301,0.8343233813531128,0.9214214080726242,0.12479928519920153,0.7898038731196977,0.6892570171133103,0.19809067570494648,0.155614435816396,0.3455269569488777,0.19809067570494648,0.14941198233337158,0.18934137720748467,0.056609223367841466,0.6859848546390832,0.150737874652778,0.0,0.9345049669361898,0.9588180678581176,0.8409632814929477,0.8285831292109707,0.8535116117690043,0.4968709472873473
activity,image,..\..\data\human_activity\Human Action Recognition\test\Image_1004.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7150837988826816,0.16666666666666674,0.036279502137628344,0.051787723988001036,0.9484641786431134,0.926992749821411,0.48093219394881664,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.12271204256051395,0.34745262748838857,0.4994293095712238,0.6066975106855295,0.5206887712163355,0.02990442220059607,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
activity,image,..\..\data\human_activity\Human Action Recognition\test\Image_1005.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.5392292837054281,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.24756570494436161,0.29782428892861174,0.4985657554888535,0.675450198773666,0.5783540253758821,0.025954841365666007,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
activity,image,..\..\data\human_activity\Human Action Recognition\test\Image_1006.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2484636629574395,0.3960054597918188,0.4122880814451645,0.4972865171526252,0.34716019016591576,0.026648504112493174,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
activity,image,..\..\data\human_activity\Human Action Recognition\test\Image_1007.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.47488860633718716,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.5862809452793393,0.6260474450104483,0.3190001751291186,0.25011917995494776,0.14957711965492104,0.055025619257688535,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
activity,image,..\..\data\human_activity\Human Action Recognition\test\Image_1008.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03910614525139666,0.9200000000000002,0.17682648118520297,0.2186679526614237,0.961600569638015,0.8394386266752343,0.5324189710945233,0.43665161402122676,0.3068109138501597,0.7343604323931846,0.6635374587472366,0.36803886247186246,0.7343604323931846,0.008272758152173914,0.5073121837209107,0.5419178283292245,0.8547874237044956,0.7838548337896767,0.020700756458833854,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
activity,image,..\..\data\human_activity\Human Action Recognition\test\Image_1009.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.516840408762989,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2493616209705174,0.28914459298546946,0.6559643363945453,0.5600378425352448,0.6078959478840831,0.04405203311849393,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
